formula,image
\int _ { \Sigma } ( i ( D g ) \varphi - ( A g + i g ) \Lambda ) \Psi _ { 0 } = \int _ { \Sigma } g ( i D \varphi + C \Lambda - i \Lambda ) \Psi _ { 0 },5b7bdc01b4.png
"V _ { \mu } ^ { s } ( x , p ) = { \pi } ^ { - 4 } \partial _ { \nu } ^ { ( x ) } \int d ^ { 4 } q e ^ { 2 i p . q } { \bar { \psi } } ( x + q ) { \frac { \sigma _ { \mu \nu } } { 2 m } } \psi ( x - q ) .",42b805b1d8.png
"- \left( 2 s + 1 \right) - \frac { \left( 2 s + 1 \right) ( e \tau ) ^ { 2 } \mathcal { F } } 3 \left[ s ( s + 1 ) \left( g ^ { 2 } - \sigma ^ { 2 } \right) - 1 \right] \biggl \} ,",3ca343759c.png
"m \epsilon _ { l n } F _ { n 0 } - j _ { l } = 0 ,",1e216001c4.png
"i D _ { k } M = [ C _ { k } , M ] = B _ { k l } [ x ^ { l } , M ] + [ \hat { A } _ { l } , M ] \ .",5f71c12252.png
"{ \tilde { W } } \equiv W - S _ { 0 } ~ , \quad { \tilde { X } } \equiv X + S _ { 0 } ~ .",4c32f7004f.png
\Delta _ { \mu \nu } ( p ) = \frac { 4 \pi } { \kappa } \frac { \mu } { p ^ { 2 } ( p ^ { 2 } + \mu ^ { 2 } ) } ( \mu \epsilon _ { \mu \nu \lambda } p ^ { \lambda } + \delta _ { \mu \nu } p ^ { 2 } - p _ { \mu } p _ { \nu } ),4b836d0a2c.png
"{ \mathrm { T r } } ( \gamma _ { g } ) = - 2 ~ , ~ ~ ~ { \mathrm { T r } } ( \gamma _ { R _ { s } } ) = { \mathrm { T r } } ( \gamma _ { g R _ { s } } ) = 0 ~ .",e6c3904a0c.png
"\tilde { f } _ { 2 } = \Phi ( x - z _ { 2 } , x - z _ { 2 } )",7dd35fa179.png
D _ { \mu } D ^ { \mu } \phi ^ { a } = f _ { \phantom { a } b c } ^ { a } \psi _ { \mu } ^ { b } \psi _ { \mu } ^ { c } .,20ceea5819.png
"\delta _ { { \hat { \xi } } _ { 2 } } L [ { \hat { \xi } } _ { 1 } ] = \left\{ L [ { \hat { \xi } } _ { 2 } ] , L [ { \hat { \xi } } _ { 1 } ] \right\} = L [ \{ { \hat { \xi } } _ { 1 } , { \hat { \xi } } _ { 2 } \} _ { \mathrm { \scriptsize ~ S D } } ] + K [ { \hat { \xi } } _ { 1 } , { \hat { \xi } } _ { 2 } ]",51a6e5dd63.png
"U _ { \bf n } ^ { l } ( a ) = U _ { \bf n } a \, , \qquad ( a ) U _ { \bf n } ^ { r } = a U _ { A \bf n } \, .",177fda0427.png
"{ \bf S } = - ( { \bf r } - { \bf q } ) \times m { \bf u } ,",e6abb29b53.png
"{ \bf W } _ { a a } = - \sum _ { c \neq a } { \mathrm { \boldmath ~ \beta ~ } } _ { a } ^ { * } \cdot { \mathrm { \boldmath ~ \beta ~ } } _ { c } ^ { * } { \bf w } _ { a c } , \, \, \, \, { \bf W } _ { a b } = { \mathrm { \boldmath ~ \beta ~ } } _ { a } ^ { * } \cdot { \mathrm { \boldmath ~ \beta ~ } } _ { b } ^ { * } { \bf w } _ { a b } \quad \mathrm { \hspace { ~ 1 c m } ~ i f ~ a \neq ~ b ~ } .",33274d5123.png
"\frac { \mathrm { e } ^ { - x ^ { 2 } / 2 t } } { \left( 2 \pi t \right) ^ { D / 2 } } = \int \frac { \mathrm { d } ^ { D } p } { \left( 2 \pi \right) ^ { D } } \; \mathrm { e } ^ { - i p \cdot x - \frac 1 2 p ^ { 2 } t } ,",4e0c819000.png
"S = \int d ^ { d - 1 } x \sqrt { | g | } \ \left[ R + { \textstyle \frac { 1 } { 2 } } \left( \partial \varphi \right) ^ { 2 } - { \textstyle \frac { 1 } { 4 } } e ^ { - a \varphi } F _ { ( 2 ) } ^ { 2 } + { \textstyle \frac { 1 } { 2 } } \left( { \cal D } \phi \right) ^ { 2 } - { \textstyle \frac { 1 } { 2 } } m ^ { 2 } e ^ { a \varphi } \right] \, ,",5c0583ceab.png
w _ { 1 } = \left( \begin{array} { c c c } { - 1 } & { } & { } \\ \end{array} \right),1c7d2271ab.png
F _ { \mu \rho } ^ { a } F _ { a \nu } ^ { \; \; \; \; \rho } - { \frac { 1 } { 4 } } g _ { \mu \nu } x F _ { \rho \sigma } ^ { a } F _ { a } ^ { \rho \sigma },e566e35a76.png
\pm 1 = \frac { 1 } { 2 { \pi } i } \int T r { \cal P } ^ { ( { \pm } 1 ) } d { \cal P } ^ { ( { \pm } 1 ) } { \wedge } d { \cal P } ^ { ( { \pm } 1 ) } .,54e5851527.png
S _ { s h e l l } \sim ( \sigma _ { a b } ) ^ { 2 } \frac { r ^ { 2 } } { L ^ { 2 } } L ^ { 2 } \sim \frac { L ^ { 2 } M ^ { 2 } } { r ^ { 2 } ( 1 - 2 M / r ) ^ { 2 } } .,3faaa820d3.png
"H _ { m n } \equiv F _ { m n } , \, \quad \quad B _ { m } \equiv F _ { 3 m } = - F _ { m 3 } , \,",6b35aaf215.png
"\delta \vec { \alpha } = { \textstyle \frac 1 2 } \, ( a - F ) \, \delta \theta \, \vec { \alpha } \, , \qquad \delta a = { \textstyle \frac 1 2 } \, ( a - F ) \, \delta \theta \, a \, .",394f0f3fe5.png
W \to { \frac { m ^ { 3 } N ^ { 2 } E _ { 2 } ( \tau ) } { 9 6 \pi g } } - { \frac { m ^ { 3 } N ^ { 3 } } { 9 6 \pi g q ^ { 2 } ( \tau + k ) ^ { 2 } } } \ .,3d455f1d1c.png
"W [ B , J , \eta ^ { \ast } , \eta ] = \operatorname { l n } Z [ B , J , \eta ^ { \ast } , \eta ] \quad .",7467513585.png
"\dot { \omega } + e _ { \alpha \beta } \partial _ { \alpha } \psi \partial _ { \beta } \Delta \psi = \nu \Delta \omega \ ,",18b4418f08.png
"j _ { ( \varphi ) } ^ { \mu i } = \epsilon ^ { i j } \partial _ { j } x ^ { \mu } \quad , \quad j ^ { \alpha i } = ( 1 / 2 ) \epsilon ^ { i j } \partial _ { j } \theta ^ { \alpha } \ ,",6f9af303a5.png
"c _ { l , m } = \eta ( \tau ) ^ { - 3 } \sum _ { - | x | < y \leq | x | } \mathrm { s i g n } ( x ) ~ q ^ { ( k + 2 ) x ^ { 2 } - k y ^ { 2 } }",71e9f2ef59.png
"g ^ { 2 } = - \frac { ( M \mp m _ { 1 } ) ( M \mp m _ { 2 } ) } { ( m _ { 2 } - m _ { 1 } ) ( \mu _ { 1 } I _ { 1 } \pm M I _ { 0 } ) } \, .",4623987c43.png
S = - \frac { 1 } { 2 } \int d ^ { 4 } x \sqrt { - \bar { g } } \left( \bar { R } - \frac { 1 } { 2 } ( \bar { \nabla } \phi ) ^ { 2 } \right),21184c98a6.png
R _ { \gamma \alpha \beta } ^ { \mu } = \partial _ { \alpha } \Gamma _ { \beta \gamma } ^ { \mu } - \partial _ { \beta } \Gamma _ { \alpha \gamma } ^ { \mu } + \Gamma _ { \alpha \lambda } ^ { \mu } \Gamma _ { \beta \gamma } ^ { \lambda } - \Gamma _ { \beta \lambda } ^ { \mu } \Gamma _ { \alpha \gamma } ^ { \lambda },25346c4649.png
"y _ { H } \equiv \alpha ^ { - 1 } \sqrt { \mu } r _ { + } , \ \ y _ { i } \equiv \alpha ^ { - 1 } { { \tilde { q } } _ { i } } \ , ( i = 1 , 2 , 3 ) \ ,",1a6ad5d0f5.png
"\left\langle { { \xi } \left\vert { \xi ^ { \prime } } \right\rangle } \right. = { \frac { \left( { 1 - { \vert \xi \vert } ^ { 2 } } \right) ^ { K } \left( { 1 - { \vert \xi ^ { \prime } \vert } ^ { 2 } } \right) ^ { K } } { \left( { 1 - \xi ^ { * } \xi ^ { \prime } } \right) ^ { 2 K } } } \ ,",61f7ecf1bf.png
"S = \frac { 1 } { 4 \ell _ { \mathrm { P } } ^ { 2 } } \int d ^ { 4 } x ~ a ^ { 2 } ~ \eta ^ { \mu \nu } \partial _ { \mu } h \partial _ { \nu } h ,",40dfccc791.png
{ \frac { d ^ { 2 } \tilde { \psi } _ { \infty } } { d { \rho ^ { * } } ^ { 2 } } } - \left[ { \frac { 3 } { 4 } } - \mu \right] { \frac { \rho ^ { 2 } } { R ^ { 4 } } } \tilde { \psi } _ { \infty } = 0 .,153407229b.png
\begin{array} { l l l } { U ( 3 ) } & { \longrightarrow } & { U ( 5 ) / U ( 2 ) } \\ \end{array},2be537b9e3.png
"\zeta ( z , a ) = \sum _ { n = - \infty } ^ { \infty } \frac { 1 } { ( n ^ { 2 } + a ^ { 2 } ) ^ { z } } \, \, \, \, a ^ { 2 } > 0 ,",56043a7864.png
"k = \pm \omega \frac { \sqrt { 1 + B ^ { 2 } - E ^ { 2 } } \mp E B } { 1 - E ^ { 2 } } \, ,",531fb2a3ca.png
\lambda _ { m } ^ { ( n - p - 1 ) } = \lambda _ { m } ^ { ( p ) },37e02be5cf.png
"\int [ d \bar { \psi } ] [ d \psi ] \operatorname { e x p } \left\{ - \int \bar { \psi } D \psi d x \right\} = \prod _ { n } \lambda _ { n } = { \tt d e t } D ,",77f009c19a.png
"( i d \otimes \pi _ { - } ) \delta _ { V } ^ { 2 } ( x _ { 2 } ^ { j } ( \xi , \eta ) ) = \sum _ { k } { \cal D } ( A _ { 2 } , D _ { 2 } ) _ { k } ^ { j } \ ( i d \otimes \pi _ { - } ) \Delta ( x _ { 2 } ^ { k } ( \xi , \eta ) ) .",5813db7bf7.png
P ^ { a } = { \frac { 1 } { 2 } } \pi ^ { 2 } | \phi _ { 0 } | ^ { 2 } \; \zeta ^ { a } .,4ff4ccee85.png
\sigma _ { q } ( X _ { i } + a ) = \sum _ { r = 0 } ^ { q } \left( \begin{array} { c } { p - q + r } \\ { p - q } \\ \end{array} \right) a ^ { r } \sigma _ { q - r } ( X _ { i } ),438ce70099.png
"\theta _ { s } ( \sum ( x _ { i } - y _ { i } ) / 2 + z - w ) \prod _ { I } \theta _ { s , h _ { I } } ( \sum ( x _ { i } + y _ { i } ) / 2 - \sum u _ { i , I } ) ~ .",3152e5b5ad.png
L _ { m } ^ { ( g / p ) } \equiv L _ { m } ^ { ( g ) } - L _ { m } ^ { ( p ) },73fc2e985e.png
"\partial ^ { \mu } A _ { \mu } ^ { a } \left( x \right) + B ^ { a } \left( x \right) = 0 ,",6c2ba34b57.png
"\frac { d \Phi } { d r } = - \frac { \sqrt { 3 } } { 4 } \ell ( r ) ^ { \Lambda \Sigma } \, \mathrm { I m } { \cal N } _ { \Lambda \Sigma | \Gamma \Delta } \, f _ { ~ ~ A B } ^ { \Gamma \Delta } \, \frac { e ^ { U } } { r ^ { 2 } } \, .",3d7bf0c732.png
"\hat { B } _ { 1 q _ { + } } ( \omega ) = { \frac { 2 \operatorname { s i n h } \Bigl ( ( \nu - q _ { + } ) { \frac { \omega } { 2 } } \Bigr ) \operatorname { c o s h } \Bigl ( ( \nu - 1 ) { \frac { \omega } { 2 } } \Bigr ) } { \operatorname { s i n h } ( { \frac { \nu \omega } { 2 } } ) } } \, .",4fe2b3c53c.png
"J = \left( \begin{array} { c c } { 1 } & { 0 } \\ { A } & { 1 } \\ \end{array} \right) ,",545bdc02ca.png
"a _ { 1 } \, = \, b _ { 2 } \, = \, - \, 1 \; \; ; \; \; a _ { 2 } \, = \, b _ { 1 } \, = \, 1 \; \; ; \; \; a _ { 3 } \, = \, b _ { 3 } \, = \, 0 \; \; ,",4e6f914a8d.png
"C ( X ) = c _ { i } ^ { } \, \psi _ { i } ^ { } = c _ { i } ^ { } \, v _ { i } ^ { 1 / 2 } \, \psi _ { i } ^ { - } .",718c18ce99.png
"g _ { \mu \nu } \partial _ { n } X ^ { \nu } + 2 \pi \alpha ^ { \prime } B _ { \mu \nu } \partial _ { s } X ^ { \nu } | _ { \partial \Sigma } = 0 ,",20a6d707a0.png
\Phi ( x ) = \left( \begin{array} { c } { G _ { \alpha } ^ { \beta } ( x ) } \\ { \Psi _ { \alpha } ( x ) } \\ \end{array} \right),fbffbcd491.png
\Lambda _ { \infty } R = e ^ { a ( \infty ) } \Lambda _ { \overline { { M S } } } R = e ^ { \gamma _ { E } } r / \sqrt { 6 },4e4c16ef40.png
"\left. \left( \begin{array} { c c c } { \partial \beta _ { g } / \partial g } & { \partial \beta _ { g } / \partial h } & { \partial \beta _ { g } / \partial f } \\ { \partial \beta _ { h } / \partial g } & { \partial \beta _ { h } / \partial h } & { \partial \beta _ { h } / \partial f } \\ { \partial \beta _ { f } / \partial g } & { \partial \beta _ { f } / \partial h } & { \partial \beta _ { f } / \partial f } \\ \end{array} \right) \right| _ { g = g _ { \ast } , h = h _ { \ast } , f = f _ { \ast } }",1015942522.png
"\mathrm { c } = \frac { \theta } { n } ,",11e04d81c5.png
"{ \cal K } ^ { + 4 } = \mathrm { T r } \left( [ \tilde { q } ^ { + } , q ^ { + } ] [ \tilde { q } ^ { + } , q ^ { + } ] \right) \, .",336de40751.png
"\theta _ { \mu } \, \to \, \theta _ { \mu } - i { \tilde { \phi } } ^ { * } \partial _ { \mu } { \tilde { \phi } }",315c7b3eed.png
A _ { i } = { \frac { \Phi } { 2 \pi } } \epsilon _ { i j } { \frac { x ^ { j } } { { \vert x \vert } ^ { 2 } } },119cec3a3d.png
"h : V _ { n } \mapsto V _ { n } \ , \ n = 0 , 1 , 2 , \ldots",1be1fb7939.png
"S _ { 1 } = U \qquad S _ { 2 } = D | _ { \lambda = 1 } \ ,",7bdd525b27.png
h _ { c l } = \vec { p } ^ { ~ 2 } / 2 m + V ( \vec { r } ),74e13dac33.png
\begin{array} { r l } { \displaystyle Z _ { N } ( \vartheta ) } & { = 2 N \operatorname { a r c t a n } \displaystyle \frac { \operatorname { s i n h } \vartheta } { \operatorname { c o s h } \Theta } + \displaystyle \sum _ { k = 1 } ^ { N _ { H } } \chi ( \vartheta - h _ { k } ) - 2 \displaystyle \sum _ { k = 1 } ^ { N _ { S } } \chi ( \vartheta - y _ { k } ) - } \\ \end{array},5c8ae6694c.png
\hat { x } ^ { + } ( \hat { x } ^ { - } + \frac { m } { \lambda ^ { 3 } x _ { 0 } ^ { + } } ) + \frac { \kappa } { 4 \lambda ^ { 2 } } = 0 .,5d297628db.png
\sum _ { n } \longrightarrow \int d n = \frac { L } { 2 \pi } \int d k,6d498aaaf2.png
"B _ { \mu } = A _ { \mu } = - 3 G _ { \mu } ^ { 0 } ,",37a00adccd.png
"\{ \{ F , G \} , H \} = \sum I _ { A B } I _ { C D } \int _ { \Omega } D _ { I } { \frac { \partial h } { \partial \phi _ { B } ^ { ( J ) } } }",61c32b5afd.png
"\vec { \nabla } \cdot \vec { E } = g \vec { \nabla } f \cdot \vec { E } \ ,",4e6d45eb04.png
"\partial _ { \bar { z } } T _ { 4 } = \partial _ { z } \Theta _ { 2 } \ ,",cd5afedf4f.png
{ \cal S } _ { ( - 1 ) } = { \cal S } _ { \mathrm { c u b i c } } + { \cal S } _ { \mathrm { q u a r t i c } },3670b56b83.png
"h ( \tau ) = ( g _ { s } M \alpha ^ { \prime } ) ^ { 2 } 2 ^ { 2 / 3 } \varepsilon ^ { - 8 / 3 } \int _ { \tau } ^ { \infty } d x { \frac { x \operatorname { c o t h } x - 1 } { \operatorname { s i n h } ^ { 2 } x } } ( \operatorname { s i n h } 2 x - 2 x ) ^ { 1 / 3 } ,",7c7dde3340.png
\delta { \cal L } _ { \pm } = J _ { \pm i } \dot { \eta _ { i } },412e5c3dcf.png
"P \sim \operatorname { e x p } \Bigl ( - { \frac { 3 M _ { P } ^ { 4 } } { 8 V ( \phi ) } } \Bigr ) \ ,",3dcc7624c2.png
"\mu = A _ { 1 } E ( a , x ) + A _ { 2 } E ^ { * } ( a , x ) ,",19d67be751.png
"g _ { 1 } ( K , \mu ) = { \frac { 1 } { 2 } } \, { \frac { u _ { 1 } ^ { 2 } C _ { 1 } ( \mu ) } { ( K + \sqrt { K ^ { 2 } + \mu ^ { 2 } } ) } } - { \frac { 1 } { 2 } } { \frac { K + \sqrt { K ^ { 2 } + \mu ^ { 2 } } } { C _ { 1 } ( \mu ) } } \, ,",52861fae05.png
\tilde { \Gamma } _ { 3 } = - \frac { \lambda ^ { 3 } } { 6 4 \pi ^ { 3 } } \mathrm { l n } \left( T \right) .,60ee89c612.png
"f _ { k } ^ { ( D ) } ( \Omega ^ { ( { D } ) } ) = - \Gamma _ { { D } } ( k ) \, \frac { 1 } { 1 / \lambda + { \mathcal G } _ { { D } } ^ { ( + ) } ( { \bf 0 } ; k ) } \; ,",2177654260.png
\tilde { \Lambda } _ { S U } ^ { 2 N _ { c } ^ { \prime } - 2 N _ { f } } = ( \mu ^ { - 1 } a ^ { 2 } ) ^ { 2 N _ { f } - 2 N _ { c } } \tilde { \Lambda } ^ { \prime 4 ( N _ { c } ^ { \prime } - 1 ) - 2 ( N _ { f } + \tilde { N } _ { c } ) } .,4a4d202235.png
"\left( , \right) = \left( , \right) _ { 1 } + \left( , \right) _ { 2 } .",11b8f564e0.png
"E ( \alpha = 0 , n , \omega , \beta ) = \frac { 2 \omega + 3 } { 2 \omega + 4 } E ( \alpha = 0 , n , \omega = \infty , \beta ) \ . \",772e39cdf2.png
{ \frac { 1 } { 2 } } \sum _ { i = 1 } ^ { n } \mathrm { d e g } ( \phi _ { i } ) = ( 1 - g ) ( d - 3 ) + n + \int _ { \Sigma _ { g } } x ^ { * } ( c _ { 1 } ( X ) ),34f9117856.png
"( 2 \pi { \bar { N } } \dot { \xi } ^ { 2 } ( s ) ) ^ { - 1 } { \cal D } ^ { \mu } ( s ) F _ { \mu } [ \xi | s ] = - [ { \cal D } ^ { \mu } ( s ) , { \cal D } ^ { \nu } ( s ) ] L _ { \mu \nu } [ \xi | s ] .",2a381e5b6c.png
x ^ { D } R ^ { A } { } _ { B C \bar { D } } = - g ^ { A E } g _ { E B C } \ .,152f92a6b0.png
"d s ^ { 2 } = ( d x ^ { 0 } ) ^ { 2 } + ( x ^ { 0 } ) ^ { 2 } d \Omega ^ { 2 } , \quad 0 \le x ^ { 0 } \le r ,",5919bec0f8.png
"\Delta E _ { \mathrm { u p } } = \frac { 1 } { T ^ { ( 0 ) } } \frac { 4 e ^ { S ^ { ( 0 ) } } \operatorname { t a n } ^ { 2 } \frac { 1 } { 2 } ( \phi _ { \alpha } + \phi _ { \gamma } ) + 4 e ^ { S ^ { ( 0 ) } } } { 4 e ^ { 2 S ^ { ( 0 ) } } \operatorname { t a n } ^ { 2 } \frac { 1 } { 2 } ( \phi _ { \alpha } + \phi _ { \gamma } ) - 1 } ,",5f994804a7.png
"q _ { i + 1 } = { \frac { 1 } { r _ { i } } } = \operatorname { e x p } - x _ { i } , \quad r _ { i + 1 } = r _ { i } [ q _ { i } r _ { i } - \ddot { \mathrm { l n } r _ { i } } ]",5c9852d327.png
\sum _ { n _ { 1 } = - \infty } ^ { \infty \prime } { \frac { e ^ { i \pi n _ { 1 } ( \alpha - 2 \sigma ) } } { n _ { 1 } \mathrm { S i n } ( \pi n _ { 1 } \alpha ) } } \quad .,618271f3cb.png
"\left( \frac { \sqrt { 2 } { \bf S } \cdot { \bf A } _ { 0 } } { k } \right) \phi _ { E \, \pm k \, m } = - \left( E + \frac { 1 } { 2 k ^ { 2 } } \right) ^ { \mathrm { ~ \frac { 1 } { 2 } ~ } } \phi _ { E \, \mp k \, m } .",56faad495b.png
"\left. \frac { \partial } { \partial \zeta _ { N } } T ( \zeta _ { 1 } , \ldots , \zeta _ { N } ) \right| _ { \zeta _ { 1 } , \ldots , \zeta _ { N } = 1 } \propto H _ { \mathrm { \scriptsize ~ X Y Z } } + \mathrm { c o n s t . } .",729ab0ab1b.png
"\{ \bar { \mathcal V } ( x ) , \Phi ( x ^ { \prime } ) \} = ( \Phi ( x ) + ( \bar { h } - 1 ) \Phi ( x ^ { \prime } ) ) \, \delta ^ { \prime } ( x - x ^ { \prime } ) + \ldots .",18b0d1e4ff.png
\delta z ^ { M } e _ { M } ^ { \alpha q } \equiv \kappa ^ { \underline { \beta } } ( z ) v _ { \underline { \beta } } ^ { ~ \alpha q } .,b9edb0bb87.png
"M _ { N } ^ { 2 } ( a ) = m _ { 0 } ^ { 2 } + \frac { ( n _ { 1 } - a _ { 1 } ) ^ { 2 } } { L _ { 1 } ^ { 2 } } + \frac { ( n _ { 2 } - a _ { 2 } ) ^ { 2 } } { L _ { 2 } ^ { 2 } } ,",16a2ab5d25.png
"S _ { \mathrm { Y M } } = - { \frac { 1 } { 4 e ^ { 2 } } } \int _ { \cal M } d ^ { 2 } x \sqrt { g } g ^ { a c } g ^ { b d } \mathrm { T r } ( F _ { a b } F _ { c d } ) ,",73dd08e58e.png
\pi ( x ) = { \frac { \partial { \cal L } _ { \sigma } } { \partial \partial _ { + } \psi ( x ) } } = i \bar { \psi } \gamma ^ { + } = \left( \begin{array} { l l } { \psi _ { R } ^ { * } } & { \psi _ { L } ^ { * } } \\ \end{array} \right) \left( \begin{array} { l l } { i \sqrt { 1 + s } } & { 0 } \\ { 0 } & { i \sqrt { 1 - s } } \\ \end{array} \right) .,69c07928bb.png
"\sum _ { i , j , k , l = 1 } ^ { h } a _ { i j } ^ { p } A _ { i k } A _ { j l } \overline { a } _ { k l } ^ { q } = \sum _ { i , j , k , l , m , n = 1 } ^ { h } b _ { i j m } ^ { p } A _ { i k } A _ { j l } A _ { m n } \overline { b } _ { k l n } ^ { q } .",490dcc5dd6.png
"\left( ( p + k ) \: { \cal { B } } \: C _ { n - 1 } \: { \cal { B } } \cdots { \cal { B } } \: C _ { 1 } \: { \cal { B } } \: ( p - k ) \right) ( q , y ) \; = \; ( p + k ) ( q ) \: F _ { n } ( q ) \; \; \; .",5e732200a9.png
\partial _ { \alpha } Y ^ { 2 5 } = \epsilon _ { \alpha \beta } \partial ^ { \beta } X ^ { 2 5 } .,71069928e1.png
y = \left( \begin{array} { c c c c } { 0 } & { q _ { 1 } } & { 0 } & { 0 } \\ { 0 } & { 0 } & { q _ { 2 } } & { 0 } \\ { 0 } & { 0 } & { 0 } & { q _ { 3 } } \\ { q _ { 4 } } & { 0 } & { 0 } & { 0 } \\ \end{array} \right),edccba9380.png
\frac { 1 } { 2 } \epsilon _ { \kappa \lambda \sigma \alpha } \partial ^ { \kappa } \omega ^ { \sigma \lambda } \equiv D _ { \alpha } = \left( \partial _ { \alpha } h _ { \beta } ^ { \beta } - \partial _ { \beta } h _ { \alpha } ^ { \beta } \right) \ .,4e7d3cee1d.png
"Q _ { 0 } ^ { R , L } = \frac { 1 } { 2 \pi i } \int _ { C ^ { R } , C ^ { L } } d z j ( z ) _ { 0 } \ , R ^ { R , L } = \frac { 1 } { 2 \pi i } \int _ { C ^ { R } , C ^ { L } } d z r ( z ) \ .",6c685710b7.png
"K = i \int _ { 0 } ^ { \infty } d \lambda ^ { \prime } \; s e ^ { i \lambda ^ { \prime } ( \pi ^ { \prime \prime } - \pi ^ { \prime } ) } e ^ { - i [ s \lambda ^ { \prime } ( \gamma ^ { \mu } P _ { \mu } ^ { \prime } - m ) + { \frac { i } { s } } ( { \bar { \eta } } ^ { \prime \prime } - { \bar { \eta } } ^ { \prime } ) ( \eta ^ { \prime \prime } - \eta ^ { \prime } ) ] } \delta ^ { 4 } ( P ^ { \prime \prime } - P ^ { \prime } ) \, .",74bc680700.png
"\epsilon ^ { i j } \nabla _ { i } ^ { ( p , k ) } { \cal A } _ { ( p , k ) j } = - \sum _ { ( p ^ { \prime } , k ^ { \prime } ) \neq ( p , k ) } \beta _ { p p ^ { \prime } } \delta ^ { 2 } ( { \bf r } _ { k } ^ { ( p ) } - { \bf r } _ { k ^ { \prime } } ^ { ( p ^ { \prime } ) } ) \, .",63eb8cad92.png
\delta \alpha _ { 3 } + \gamma \alpha _ { 2 } = \partial _ { \mu } \left( - f _ { a b c } \eta ^ { * \mu } \eta ^ { a } \eta ^ { b } \eta ^ { c } \right) .,34f0b42880.png
\psi _ { l } \left( z \right) \psi _ { l } ^ { \dagger } \left( w \right) \sim \left( z - w \right) ^ { - 2 \Delta _ { l } } \left[ 1 + \frac { 2 \Delta _ { l } } { c _ { p } } \left( z - w \right) ^ { 2 } T _ { p } \left( w \right) + O \left( z - w \right) ^ { 3 } \right],1b9f888640.png
"V ( T ) = \sqrt { 2 } \tau _ { p } e ^ { - { \frac { \kappa T ^ { 2 } } { 2 \alpha ^ { \prime } } } } \ ,",227187aa68.png
+ q ( { \tilde { d } } - 1 ) a _ { 1 } b _ { 1 } + r ( { \tilde { d } } - 1 ) b _ { 1 } f _ { 1 } + r q f _ { 1 } a _ { 1 } + \frac { \phi _ { 1 } ^ { 2 } } { 4 } - \frac { h ^ { 2 } } { 4 } = 0 ;,bd4589a12f.png
r = \frac { \alpha } { \beta } \vert \operatorname { s i n } \beta \left( \sigma - \sigma _ { 0 } \right) \vert,5953fb43fa.png
\begin{array} { l l } { f ( \psi ) = 1 + \frac { 1 } { R ^ { 2 } } \sum _ { r = 1 } ^ { N } m _ { r } ^ { 2 } ( \psi _ { r } ) ^ { 2 } + O ( \psi ^ { 3 } ) } & { \mathrm { w i t h ~ \frac { m _ { r } ^ { 2 } } { R ^ { 2 } } ~ \equiv ~ \frac { 1 } { 2 } ~ \partial _ { r } ~ \partial _ { r } ~ f ~ | _ { \psi ~ = 0 } ~ } . } \\ \end{array},3d9a125931.png
g _ { z \overline { { z } } } = \tau _ { 2 } \eta ^ { 2 } \overline { { \eta } } ^ { 2 } \prod _ { i } ( z - z _ { i } ) ^ { - 1 / 1 2 } \prod _ { i } ( \overline { { z } } - \overline { { z } } _ { i } ) ^ { - 1 / 1 2 } ~ .,47517e0005.png
"\Delta ( A ) = A _ { 1 } K A _ { 2 } , \hspace { 7 m m } \Delta ( B ) = B _ { 1 } E B _ { 2 } , \hspace { 7 m m } \Delta ( C ) = C _ { 1 } Q C _ { 2 }",af4fb44184.png
"\tilde { { \cal K } } = \frac { ( D - 2 ) { \cal K } } { D - 2 - { \cal K } } \ ,",67e91357d9.png
"S ( x ) = { \cal S } _ { 0 } ( x ) \operatorname { e x p } \left[ - i e ^ { 2 } \beta ( x ) \right] \; ,",bdadb47ded.png
"\widetilde { \Gamma } _ { k p } \ = \ \frac { 1 } { \mu _ { k } { - } \bar { \mu } _ { p } } \, T _ { k } ^ { \dagger } \, T _ { p } \quad , \qquad \textrm { i . e . } \qquad \sum _ { k = 1 } ^ { m } \, \Gamma ^ { \ell k } \, \widetilde { \Gamma } _ { k p } \ = \ \delta _ { \ p } ^ { \ell } \quad .",3fba654036.png
"\psi \longrightarrow e ^ { i \theta \gamma _ { 5 } } \psi \, .",662cbd36e7.png
"\zeta _ { \pm } ^ { \prime } ( 0 | K _ { 0 } ) = \frac { 1 } { 2 } \zeta ^ { \prime } ( 0 | L ) \pm \frac { i \pi } { 2 } \eta ( 0 | K _ { 0 } ) \, .",6722c940a2.png
\begin{array} { c } { - + + - + + } \\ { -- + + + + } \\ { -- + + - + } \\ { -- + - + + } \\ { -- + -- + } \\ \end{array},1cfcbaafde.png
"\widehat { X } = X _ { + } \otimes \sigma _ { 3 } + X _ { - } \otimes i \sigma _ { 2 } ,",72632adbf9.png
F \equiv \frac { 1 } { 4 } F ^ { a b } F _ { a b } =,5bccec610e.png
"D _ { 1 } \phi + i \sigma _ { 1 } D _ { 2 } \phi = 0 \, , \hspace { 5 m m } D _ { 1 } \chi + i \sigma _ { 2 } D _ { 2 } \chi = 0 \, ,",24332daee4.png
"z _ { 1 } ^ { P _ { 1 } + 2 } + \dots + z _ { P _ { s } } ^ { P _ { s } + 2 } = 0 ~ ,",2a54d2ba3b.png
"x \times y - y \times x - F ( x , y ) \; , \quad x , y \in E \; .",658e2e67bb.png
